Date,F_M - A,F_M - B,Sludge Age - A,Sludge Age - B
22/05/2020 0:00,0.23,0.25,4.25,4.86
23/05/2020 0:00,0.18,0.19,4.91,5.18
24/05/2020 0:00,0.20,0.20,4.53,5.14
25/05/2020 0:00,0.22,0.23,4.40,4.91
26/05/2020 0:00,0.21,0.20,4.39,4.92
27/05/2020 0:00,0.21,0.21,4.57,4.52
28/05/2020 0:00,0.22,0.23,4.38,4.30
29/05/2020 0:00,0.17,0.16,4.70,4.83
30/05/2020 0:00,0.17,0.17,4.62,4.55
31/05/2020 0:00,0.22,0.22,4.15,3.85
01/06/2020 0:00,0.19,0.19,3.98,3.55
02/06/2020 0:00,0.18,0.19,4.13,3.90
03/06/2020 0:00,0.20,0.20,4.11,4.04
04/06/2020 0:00,0.20,0.21,4.08,3.82
05/06/2020 0:00,0.19,0.21,4.21,4.30
06/06/2020 0:00,0.19,0.18,3.65,4.49
07/06/2020 0:00,0.23,0.23,3.78,4.61
08/06/2020 0:00,0.20,0.20,3.95,3.95
09/06/2020 0:00,0.20,0.20,3.83,4.00
10/06/2020 0:00,0.23,0.22,4.20,4.80
11/06/2020 0:00,0.22,0.22,3.71,4.59
12/06/2020 0:00,0.24,0.23,3.38,5.55
13/06/2020 0:00,0.19,0.20,4.07,5.09
14/06/2020 0:00,0.20,0.23,4.46,2.72
15/06/2020 0:00,0.20,0.20,4.10,6.54
16/06/2020 0:00,0.21,0.19,3.77,4.66
17/06/2020 0:00,0.23,0.22,4.03,3.80
18/06/2020 0:00,0.20,0.19,4.14,4.44
19/06/2020 0:00,0.22,0.23,3.96,4.28
20/06/2020 0:00,0.17,0.18,4.35,4.55
21/06/2020 0:00,0.21,0.22,4.54,5.44
22/06/2020 0:00,0.21,0.21,4.01,4.57
23/06/2020 0:00,0.20,0.20,3.80,4.55
24/06/2020 0:00,0.20,0.19,3.80,4.95
25/06/2020 0:00,0.20,0.20,3.75,5.05
26/06/2020 0:00,0.22,0.22,3.94,5.14
27/06/2020 0:00,0.18,0.18,4.13,5.14
28/06/2020 0:00,0.21,0.21,3.89,4.21
29/06/2020 0:00,0.22,0.21,3.97,5.40
30/06/2020 0:00,0.24,0.24,4.02,4.03
01/07/2020 0:00,0.22,0.23,4.05,3.72
02/07/2020 0:00,0.25,0.25,3.88,3.64
03/07/2020 0:00,0.26,0.26,4.27,3.88
04/07/2020 0:00,0.19,0.20,4.40,4.08
05/07/2020 0:00,0.22,0.23,3.92,3.70
06/07/2020 0:00,0.22,0.24,4.16,3.56
07/07/2020 0:00,0.22,0.25,4.05,3.95
08/07/2020 0:00,0.20,0.22,4.05,3.95
09/07/2020 0:00,0.19,0.20,4.24,4.61
10/07/2020 0:00,0.21,0.23,4.34,4.55
11/07/2020 0:00,0.18,0.19,4.47,4.75
12/07/2020 0:00,0.21,0.22,4.07,4.56
13/07/2020 0:00,0.22,0.23,4.20,4.31
14/07/2020 0:00,0.24,0.24,4.08,4.87
15/07/2020 0:00,0.23,0.23,5.06,4.68
16/07/2020 0:00,0.21,0.22,5.65,4.94
17/07/2020 0:00,0.22,0.22,6.07,5.37
18/07/2020 0:00,0.25,0.25,4.81,4.56
19/07/2020 0:00,0.29,0.29,4.45,4.11
20/07/2020 0:00,0.22,0.22,4.09,4.21
21/07/2020 0:00,0.22,0.22,4.16,4.29
22/07/2020 0:00,0.28,0.29,4.23,4.15
23/07/2020 0:00,0.25,0.27,4.77,4.62
24/07/2020 0:00,0.30,0.32,4.18,4.38
25/07/2020 0:00,0.11,0.13,5.25,4.66
26/07/2020 0:00,0.13,0.13,4.61,4.60
27/07/2020 0:00,0.23,0.23,4.59,4.74
28/07/2020 0:00,0.23,0.23,4.88,4.28
29/07/2020 0:00,0.17,0.18,4.91,5.17
30/07/2020 0:00,0.18,0.18,4.63,5.60
31/07/2020 0:00,0.19,0.20,4.37,6.01
01/08/2020 0:00,0.16,0.16,4.57,4.04
02/08/2020 0:00,0.17,0.17,4.33,4.33
03/08/2020 0:00,0.19,0.18,4.32,5.09
04/08/2020 0:00,0.18,0.19,4.28,5.04
05/08/2020 0:00,0.21,0.20,3.27,3.05
06/08/2020 0:00,0.21,0.21,3.34,3.11
07/08/2020 0:00,0.26,0.20,3.40,3.87
08/08/2020 0:00,0.25,0.25,5.15,4.98
09/08/2020 0:00,0.22,0.20,4.39,4.63
10/08/2020 0:00,0.19,0.18,4.18,4.70
11/08/2020 0:00,0.21,0.20,4.20,4.71
12/08/2020 0:00,0.21,0.20,4.29,4.19
13/08/2020 0:00,0.19,0.19,4.53,4.14
14/08/2020 0:00,0.24,0.22,3.88,3.99
15/08/2020 0:00,0.21,0.21,4.23,4.78
16/08/2020 0:00,0.24,0.24,3.81,4.17
17/08/2020 0:00,0.22,0.22,4.05,4.60
18/08/2020 0:00,0.22,0.22,4.14,5.14
19/08/2020 0:00,0.23,0.22,4.04,4.61
20/08/2020 0:00,0.22,0.21,4.40,4.74
21/08/2020 0:00,0.24,0.24,4.25,4.52
22/08/2020 0:00,0.18,0.19,4.86,5.61
23/08/2020 0:00,0.22,0.20,3.75,4.38
24/08/2020 0:00,0.20,0.20,4.38,4.69
25/08/2020 0:00,0.21,0.21,3.35,3.38
26/08/2020 0:00,0.22,0.24,3.75,3.63
27/08/2020 0:00,0.22,0.23,3.99,3.75
28/08/2020 0:00,0.22,0.23,4.06,3.97
29/08/2020 0:00,0.18,0.20,5.03,4.81
30/08/2020 0:00,0.23,0.22,3.97,4.23
31/08/2020 0:00,0.39,0.38,3.81,4.08
01/09/2020 0:00,0.38,0.39,4.00,4.12
02/09/2020 0:00,0.20,0.20,3.86,4.36
03/09/2020 0:00,0.20,0.20,4.21,4.84
04/09/2020 0:00,0.20,0.20,4.04,4.77
05/09/2020 0:00,0.18,0.18,3.84,4.50
06/09/2020 0:00,0.22,0.19,3.73,4.29
07/09/2020 0:00,0.20,0.20,4.35,4.11
08/09/2020 0:00,0.19,0.21,4.38,3.94
09/09/2020 0:00,0.23,0.24,3.81,3.36
10/09/2020 0:00,0.22,0.23,4.04,3.71
11/09/2020 0:00,0.26,0.26,3.54,3.37
12/09/2020 0:00,0.21,0.22,3.70,3.91
13/09/2020 0:00,0.24,0.24,3.60,3.76
14/09/2020 0:00,0.24,0.24,4.32,4.95
15/09/2020 0:00,0.24,0.21,3.67,3.95
16/09/2020 0:00,0.22,0.21,3.89,3.96
17/09/2020 0:00,0.23,0.22,3.87,3.80
18/09/2020 0:00,0.25,0.25,3.59,3.62
19/09/2020 0:00,0.20,0.20,3.62,3.29
20/09/2020 0:00,0.21,0.20,4.19,4.39
21/09/2020 0:00,0.22,0.23,3.88,5.08
22/09/2020 0:00,0.22,0.22,3.29,2.96
23/09/2020 0:00,0.22,0.22,3.40,3.61
24/09/2020 0:00,0.22,0.24,3.28,3.38
25/09/2020 0:00,0.22,0.24,3.47,3.68
26/09/2020 0:00,0.21,0.23,3.22,3.59
27/09/2020 0:00,0.23,0.26,3.11,3.58
28/09/2020 0:00,0.15,0.16,6.19,7.39
29/09/2020 0:00,0.19,0.20,3.08,3.54
30/09/2020 0:00,0.24,0.25,3.21,3.83
01/10/2020 0:00,0.23,0.24,3.59,3.89
02/10/2020 0:00,0.26,0.25,3.00,3.79
03/10/2020 0:00,0.20,0.19,3.78,3.88
04/10/2020 0:00,0.22,0.22,3.45,3.98
05/10/2020 0:00,0.22,0.22,4.05,3.87
06/10/2020 0:00,0.22,0.23,3.98,3.38
07/10/2020 0:00,0.23,0.24,3.21,3.34
08/10/2020 0:00,0.23,0.24,3.31,3.47
09/10/2020 0:00,0.25,0.28,3.13,3.24
10/10/2020 0:00,0.22,0.21,3.94,4.58
11/10/2020 0:00,0.25,0.26,3.46,4.45
12/10/2020 0:00,0.24,0.25,3.49,3.81
13/10/2020 0:00,0.22,0.24,3.78,3.53
14/10/2020 0:00,0.24,0.25,3.12,4.48
15/10/2020 0:00,0.25,0.24,3.30,4.86
16/10/2020 0:00,0.25,0.24,3.52,5.44
17/10/2020 0:00,0.21,0.22,3.72,3.93
18/10/2020 0:00,0.24,0.24,3.74,3.66
19/10/2020 0:00,0.21,0.20,3.76,4.01
20/10/2020 0:00,0.21,0.22,3.59,3.59
21/10/2020 0:00,0.22,0.23,3.58,3.76
22/10/2020 0:00,0.23,0.24,3.64,3.73
23/10/2020 0:00,0.26,0.26,3.34,3.60
24/10/2020 0:00,0.18,0.19,4.13,3.06
25/10/2020 0:00,0.18,0.19,3.18,3.52
26/10/2020 0:00,0.23,0.22,3.51,3.20
27/10/2020 0:00,0.25,0.25,4.17,4.06
28/10/2020 0:00,0.28,0.29,2.20,3.19
29/10/2020 0:00,0.28,0.29,2.26,3.41
30/10/2020 0:00,0.29,0.29,2.19,3.67
31/10/2020 0:00,0.23,0.24,3.10,3.67
01/11/2020 0:00,0.26,0.26,2.63,3.95
02/11/2020 0:00,0.24,0.24,3.25,2.99
03/11/2020 0:00,0.22,0.23,3.50,3.81
04/11/2020 0:00,0.34,0.33,2.28,3.38
05/11/2020 0:00,0.35,0.29,2.20,3.51
06/11/2020 0:00,0.25,0.23,2.79,3.96
07/11/2020 0:00,0.21,0.23,4.07,5.14
08/11/2020 0:00,0.24,0.23,4.14,4.47
09/11/2020 0:00,0.21,0.21,3.65,4.69
10/11/2020 0:00,0.21,0.21,3.64,4.18
11/11/2020 0:00,0.24,0.24,3.59,4.20
12/11/2020 0:00,0.24,0.24,3.59,4.41
13/11/2020 0:00,0.26,0.25,3.50,4.53
14/11/2020 0:00,0.22,0.21,2.82,3.65
15/11/2020 0:00,0.31,0.33,1.81,2.94
16/11/2020 0:00,0.21,0.25,3.28,3.49
17/11/2020 0:00,0.22,0.25,3.13,3.66
18/11/2020 0:00,0.26,0.28,3.46,3.86
19/11/2020 0:00,0.25,0.28,3.82,4.35
20/11/2020 0:00,0.34,0.39,3.68,4.35
21/11/2020 0:00,0.14,0.14,3.14,4.98
22/11/2020 0:00,0.13,0.13,3.19,4.55
23/11/2020 0:00,0.22,0.21,3.16,3.61
24/11/2020 0:00,0.22,0.21,3.38,3.60
25/11/2020 0:00,0.26,0.25,3.24,3.92
26/11/2020 0:00,0.25,0.23,2.97,3.69
27/11/2020 0:00,0.26,0.25,3.22,3.77
28/11/2020 0:00,0.22,0.22,2.98,3.40
29/11/2020 0:00,0.26,0.26,3.28,3.74
30/11/2020 0:00,0.25,0.24,3.06,3.43
01/12/2020 0:00,0.24,0.25,3.27,3.58
02/12/2020 0:00,0.28,0.28,2.42,3.31
03/12/2020 0:00,0.28,0.28,2.65,3.75
04/12/2020 0:00,0.29,0.27,2.65,3.84
05/12/2020 0:00,0.27,0.25,3.15,3.38
06/12/2020 0:00,0.25,0.26,3.27,3.65
07/12/2020 0:00,0.20,0.20,3.43,3.46
08/12/2020 0:00,0.21,0.21,3.15,3.42
09/12/2020 0:00,0.26,0.25,2.87,3.38
10/12/2020 0:00,0.23,0.22,3.32,4.02
11/12/2020 0:00,0.25,0.23,3.24,4.02
12/12/2020 0:00,0.23,0.23,3.65,4.53
13/12/2020 0:00,0.25,0.24,3.08,3.73
14/12/2020 0:00,0.28,0.27,2.96,3.33
15/12/2020 0:00,0.27,0.28,2.78,2.62
16/12/2020 0:00,0.21,0.21,2.46,2.74
17/12/2020 0:00,0.16,0.16,2.75,3.10
18/12/2020 0:00,0.19,0.17,2.63,3.31
19/12/2020 0:00,0.25,0.23,3.42,4.53
20/12/2020 0:00,0.26,0.24,3.38,3.36
21/12/2020 0:00,0.30,0.27,3.30,3.58
22/12/2020 0:00,0.28,0.26,3.01,3.37
23/12/2020 0:00,0.26,0.26,3.20,4.04
24/12/2020 0:00,0.27,0.25,2.44,2.47
25/12/2020 0:00,0.29,0.28,2.39,2.39
26/12/2020 0:00,0.22,0.22,3.43,3.60
27/12/2020 0:00,0.25,0.23,2.75,3.41
28/12/2020 0:00,0.26,0.24,2.91,3.10
29/12/2020 0:00,0.26,0.25,2.82,3.15
30/12/2020 0:00,0.27,0.25,2.91,3.32
31/12/2020 0:00,,,,
